country_code,reference_year,total_current_expenditure(PPP),total_current_revenues(PPP),total_academic_staff(FTE),total_staff_(FTE),total_students_enrolled_ISCED_5-7,total_graduates_ISCED_5-7,total_students_enrolled_at_ISCED_8,total_graduates_at_ISCED_8,erasmus_total_incoming_students,erasmus_total_outgoing_students,total_core_budget(PPP),student_fees_funding(PPP),total_third_party_funding(PPP),share_of_women_academic_staff,share_of_women_students_ISCED_5-7,PhD_intensity,share_of_foreigners_students_ISCED_5-7
AL,2011,0.0,0.0,0.0,0.0,3828.5945945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4084310514783783,0.0,0.0
AL,2012,0.0,0.0,0.0,0.0,4022.9189189189187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41586365450270274,0.0,0.0
AL,2013,0.0,0.0,0.0,0.0,4303.263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42800658849999995,0.0,0.0
AL,2014,0.0,0.0,0.0,0.0,4303.263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42160368725526326,0.0,0.0
AL,2015,0.0,0.0,0.0,0.0,3588.825,0.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41439686626750005,0.0,0.0
AL,2016,0.0,0.0,0.0,0.0,3447.55,0.0,42.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499845323655,0.0,0.0
AT,2011,43800561.07441178,46431805.19779412,433.6069647058825,632.2910955882353,4611.249114376471,733.6784313699999,382.1457782694118,35.26960784264706,70.54411764705883,82.04411764705883,34738740.46425,769701.9615705883,6908072.958214707,0.39920723366588223,0.5741679786775,0.03389651485785294,0.22058847457033814
AT,2012,45994235.03529412,48260728.977352925,436.40874558823526,637.0034485294117,4747.229374883826,797.0305306308824,374.4517709019118,32.72122762205883,73.04411764705883,83.61764705882354,36579695.19489706,505187.8314626471,7929388.909319119,0.40968541328676467,0.5769068451569117,0.03128838200602941,0.22860507639326472
AT,2013,46891062.37485293,50612884.829705894,439.9622676470589,643.3509073529411,4814.822986574999,765.6432709622059,361.41789759720587,32.453765597058826,74.67647058823529,84.88235294117646,38457280.595191166,840667.4802455882,7659773.112060295,0.4153927694338234,0.5752820220192647,0.026915484123823524,0.2334292176859411
AT,2014,47412863.696666665,50911419.09289854,442.27422499999994,668.8523163043479,4823.52400571638,784.8384230700002,348.6412886776812,31.718196457971015,90.5072463768116,107.69565217391305,38247943.19410145,902613.7984942028,7923134.4906840585,0.4136375000739131,0.5762737925415942,0.028780473673478267,0.23519131088246378
AT,2015,50465111.37072463,53776322.36724639,457.1174855072464,667.3391637681159,4911.5384519942045,814.0771513772463,340.6939275960869,32.44735118304347,97.40579710144928,115.43478260869566,40224152.34550726,943344.2013362319,8812199.72674348,0.42064529426521735,0.5754073039049274,0.030360257017652173,0.24194966741507248
AT,2016,49864460.975072466,53558078.72884059,460.5007550724638,674.2053144927537,4925.482833798552,811.9354727362318,331.3753149491304,38.07729468550725,99.6231884057971,121.55072463768116,40379109.7963768,901830.0127913045,8873516.21135942,0.424602139726087,0.5650903084685507,0.03236929214856522,0.2509783884144927
BE,2011,31109027.954115946,34233658.39311595,314.93239275362316,448.72542028985515,3174.1159420289855,818.4347826086956,144.82608695652175,24.17391304347826,86.3768115942029,95.95652173913044,17280837.00489421,14601028.60726087,934217.5098391302,0.18453080519710147,0.21404780720507252,0.00577877278,0.02519100549289855
BE,2012,33618396.29369565,36290359.75691304,323.9700376811594,460.95468840579724,3259.8985507246375,840.5942028985507,161.5072463768116,24.304347826086957,89.18840579710145,107.66666666666667,19779893.743289854,1563968.5543,0.0,0.18763091638550722,0.21395223612608688,0.006104448873768116,0.02836287379289855
BE,2013,36915487.88324999,40022769.4056875,360.96624999999995,512.8382812500001,3605.4375,915.625,173.859375,26.9375,93.78125,112.5625,19476484.28838828,17832261.200015623,1022018.4034343748,0.17345279072812506,0.19582367052343752,0.0047938388846875,0.028417788415468756
BE,2014,38252352.25915624,42892247.2490625,365.9046875000001,519.2184374999999,3649.40625,933.328125,181.65625,31.03125,113.765625,139.90625,25755422.060812496,1988059.3187562507,12495469.256240627,0.17499819444843753,0.195555877471875,0.005711165482812499,0.029751777216249994
BE,2015,41054669.76709523,45940925.285317466,371.1873995222223,528.8166411507935,3749.2063492063494,972.4444444444445,203.4920634920635,31.047619047619047,127.68253968253968,149.11111111111111,26730523.64430159,2641586.5306761903,14685804.76184127,0.168696293584127,0.18866524646349203,0.005342523061746032,0.031571001664920634
BE,2016,41195664.06001613,46079864.44896773,380.023870967742,544.2570967741933,3720.4193548387098,997.016129032258,197.69354838709677,32.96774193548387,115.79032258064517,148.53225806451613,26626374.761403225,2910007.0664177416,14348345.698467743,0.17269283363548388,0.19208040528870968,0.005750341684193548,0.02824415994274194
BG,2011,0.0,0.0,334.5903219782692,521.436475815,5165.942307692308,1173.4038461538462,85.25,10.634615384615385,10.615384615384615,35.55769230769231,0.0,0.0,0.0,0.40000508621346165,0.4554519314961538,0.007934960266075002,0.04015299261840385
BG,2012,0.0,0.0,341.0131535190385,528.8837090969232,5135.596153846154,1215.25,97.28846153846153,17.53846153846154,12.788461538461538,37.53846153846154,0.0,0.0,0.0,0.4054707096884615,0.45683974283846146,0.015473509815153849,0.029797792624134622
BG,2013,0.0,0.0,334.39807443884615,522.2442283146154,5111.153846153846,1152.5,109.92307692307692,21.615384615384617,12.98076923076923,32.5,0.0,0.0,0.0,0.4026553956923077,0.45413276652115386,0.019842541310961533,0.04958138438842693
BG,2014,0.0,0.0,338.77576850019227,536.3815377398078,5020.25,1139.8076923076924,119.36538461538461,24.346153846153847,25.903846153846153,54.76923076923077,0.0,0.0,0.0,0.4165404909307692,0.4533158095461538,0.021601683997673076,0.04843855085428846
BG,2015,0.0,0.0,331.21420701519224,524.887283946923,4777.4807692307695,1097.7884615384614,121.96153846153847,25.26923076923077,31.826923076923077,64.73076923076923,0.0,0.0,0.0,0.4062255527250001,0.45884963823846153,0.02495531209534616,0.04638560723621154
BG,2016,0.0,0.0,322.8916127196153,518.343535808077,4463.057692307692,1032.2884615384614,121.92307692307692,26.403846153846153,38.0,67.1923076923077,0.0,0.0,0.0,0.42370786556153867,0.44438997650192297,0.022309294609346157,0.05633387640869232
CH,2011,156020584.63903034,156922266.0819394,1061.2690549887884,1562.9266097242423,5800.272727272727,1400.909090909091,667.030303030303,105.6969696969697,69.36363636363636,71.42424242424242,118516480.06809087,7664280.404630302,30741505.60080151,0.4196446786181818,0.5531543342575755,0.041454155545151514,0.17812984192272727
CH,2012,157890332.54802856,158415844.50971428,1058.9331428571427,1551.475714285714,5698.628571428571,1393.4,649.0285714285715,103.97142857142858,69.31428571428572,68.54285714285714,118159978.69025715,8238852.490220004,32017013.33219224,0.4359605562314287,0.5873048539742857,0.03804866072771429,0.17047759470171428
CH,2013,163360848.92165712,163656976.20788568,1063.0751428571432,1555.9528571428568,5877.828571428571,1448.9714285714285,663.9142857142857,104.02857142857142,67.82857142857142,70.57142857142857,121867083.63785714,8648852.899162857,33141039.672854852,0.43738017379142863,0.587301427462857,0.03767700019457143,0.17417738841371433
CH,2014,171827398.90057144,172274071.4357429,1089.3600000000001,1601.4665714285716,5988.542857142857,1535.1142857142856,677.0571428571428,110.02857142857142,0.0,0.0,128002569.61125715,9258266.384671431,35013235.43951628,0.4417184078542857,0.5731142374999999,0.03735450023742857,0.17724643562971426
CH,2015,187361903.99945715,187020823.3782857,1132.042857142857,1660.7740000000003,6120.142857142857,1571.5428571428572,696.9714285714285,110.11428571428571,0.02857142857142857,0.0,138815832.77617142,10060655.899162855,38144334.70609143,0.44969377478285716,0.5830554743114286,0.03688647414028571,0.1772967104654286
CH,2016,186714469.2533428,186540558.72891432,1153.3011428571428,1693.4102857142857,6263.342857142857,1600.5428571428572,709.2857142857143,112.42857142857143,0.0,0.0,138379315.55462852,10229262.720597144,37931980.45748252,0.45549877046857135,0.582986685157143,0.03689585644657142,0.17966164229542855
CY,2011,8683168.82292,10430562.45512,66.76,126.24,1163.24,225.12,28.4,1.72,18.16,10.12,5060691.97064,1263601.50472,363111.47196,0.33424957487600004,0.3204784680276,0.0011278688524,0.22351590887119996
CY,2012,8469608.90542,9845666.194459999,72.16,137.16,1175.92,234.72,33.16,2.0,21.04,13.8,3930558.4098,1396546.0654,904521.4531200001,0.32875208020799995,0.33169940381800006,0.0017320456656,0.2854409913188
CY,2013,7942444.81866,10301728.711480003,71.16,127.08,1241.0,290.4,37.16,2.6,20.6,14.8,4270006.4438,1439564.85648,1055492.05316,0.35365645996,0.3417948766463999,0.0022251981844000003,0.27959293577359995
CY,2014,9020879.944073914,10581405.401686955,85.52173913043478,149.1304347826087,1489.7391304347825,323.5217391304348,48.21739130434783,3.260869565217391,30.0,26.47826086956522,4407384.5885217395,1594814.9282608693,832567.5536521738,0.3576519947043478,0.3990652281639132,0.0027107158466086957,0.23214695536391303
CY,2015,8770704.305538459,10216736.32043077,77.65384615384616,138.84615384615384,1380.8076923076924,300.5769230769231,48.92307692307692,3.576923076923077,31.23076923076923,30.5,4201764.534153846,1358185.5160307693,1167124.2514246153,0.36357040050384604,0.34722927764153844,0.009135712935423076,0.28105939095076926
CY,2016,8429681.29805,9481569.283415386,78.88461538461539,139.30769230769232,1633.3076923076924,336.0769230769231,51.69230769230769,3.423076923076923,32.15384615384615,25.846153846153847,4013038.2540384624,1446605.5738576923,974539.5626211539,0.35781058789230763,0.3174524882542308,0.002672854947692308,0.4223357636480769
CZ,2011,33606503.26949999,40649016.873958334,257.9553888888888,453.70513888888877,5196.638888888889,1260.388888888889,357.875,33.708333333333336,69.86111111111111,96.69444444444444,31083526.441158965,0.0,0.0,0.19082839070972224,0.5274613442680557,0.010197230553583334,0.10496052145043056
CZ,2012,35416552.26511267,35846017.81380282,238.23942253521136,420.7602676056338,5175.718309859155,1304.9295774647887,356.11267605633805,38.12676056338028,77.90140845070422,102.32394366197182,25598102.513586793,0.0,0.0,0.19089030325774647,0.5480314166929577,0.015875567048323946,0.12288304948028168
CZ,2013,39601913.05015716,40024503.86905714,237.89975714285708,428.0867714285714,5037.071428571428,1295.5714285714287,359.5,34.92857142857143,86.25714285714285,106.71428571428571,28529554.828649748,0.0,0.0,0.22860453062142858,0.5336648476014287,0.012486555117428568,0.13561189004855717
CZ,2014,40923984.78085916,0.0,237.39126760563374,430.0442816901406,4676.169014084507,1226.0985915492959,347.09859154929575,35.23943661971831,118.94366197183099,142.3661971830986,41490769.15895775,0.0,0.0,0.2912723201309859,0.5628374785676056,0.013158277328507042,0.15877891571936614
CZ,2015,42240754.312911764,42635589.51007353,330.4654264705883,609.0424705882352,4573.029411764706,1189.0,356.0147058823529,35.911764705882355,146.52941176470588,142.30882352941177,42635589.51007353,0.0,0.0,0.31193111059705886,0.5495970486044119,0.013821633823941176,0.12816667553852942
CZ,2016,40842424.257895514,41368673.31252239,329.4485373134328,606.0452686567165,4427.074626865671,1121.2686567164178,352.1940298507463,35.44776119402985,155.16417910447763,146.73134328358208,41368673.31252239,0.0,0.0,0.3179175720552239,0.5329400344686567,0.015327484220850748,0.1347346083219403
DE,2011,55302537.903114475,63178416.09126195,517.6866485013624,1069.7956403269754,6154.283378746594,989.1961852861035,292.3351498637602,70.73841961852861,56.87193460490463,89.06811989100818,43817597.325886175,3298022.6509598847,12981827.875066975,0.32733351288351487,0.44361814077934597,0.030952623307133505,0.10028317787629423
DE,2012,56071563.29702035,63004501.17230468,520.2321899736148,1062.519788918206,6266.870712401055,1014.0263852242743,289.2532981530343,68.32717678100263,58.992084432717675,89.7071240105541,43587461.358408436,2798874.636852434,13391763.187725969,0.33327009297810034,0.4576642294758047,0.03511613963068075,0.1025465606852111
DE,2013,57812995.07922854,64029753.489754826,533.4177545691906,1078.6657963446476,6509.391644908616,1061.5874673629244,287.92167101827675,70.30026109660574,59.96344647519582,92.8355091383812,43945132.89709036,2676315.163957061,13991593.541548906,0.3467411399733685,0.4569069255490858,0.03259312493063185,0.10669741127362392
DE,2014,59844814.22924379,66112855.98854013,536.0077120822622,1075.1953727506427,6619.182519280205,1106.0334190231363,283.38817480719797,70.01028277634961,67.88431876606684,108.60411311053984,45899405.815219045,2503465.3957486255,14284729.002122167,0.3451342068386886,0.45934458786786614,0.028971795151969168,0.1099056870465039
DE,2015,62076568.18869494,69109610.46573138,539.6717948717949,1086.325641025641,6754.946153846154,1154.202564102564,279.7230769230769,72.54358974358975,74.87179487179488,110.06923076923077,48186578.30676278,2699934.8379323087,14593968.287324172,0.3455516447479485,0.4588458892092304,0.027055736816976927,0.1106120907127974
DE,2016,62012629.33336028,65148192.65347729,539.7760814249364,1091.4173027989823,6710.839694656489,1148.498727735369,272.58015267175574,71.12468193384224,69.73282442748092,111.44020356234097,47292680.6437865,2701260.5808788445,14225825.946813386,0.3476664463394657,0.44569586463028044,0.025238522062010167,0.11325243131784479
DK,2011,92810242.60291176,94577438.9335294,495.5882352941176,894.2352941176471,6721.382352941177,1611.5,263.2647058823529,45.588235294117645,161.6764705882353,86.76470588235294,64436496.31167647,3380184.862799411,24183008.51385294,0.0,0.4688237516288234,0.01140631587982353,0.10810375006117645
DK,2012,92827190.44476473,97377997.82967646,525.291506082353,932.9938762058822,8033.85294117647,1847.6764705882354,279.9117647058824,54.8235294117647,155.02941176470588,97.6470588235294,65500826.990617625,3216853.7397794123,25460989.09517647,0.0,0.47286779136147045,0.014008395394294118,0.097439223035
DK,2013,100317177.09472728,103707853.7219091,797.7575757575758,1314.969696969697,8638.060606060606,2033.939393939394,293.6666666666667,63.15151515151515,141.6060606060606,100.54545454545455,70016094.96563639,3500097.6358515155,27874678.357575756,0.528439096039394,0.47596502158545445,0.013551874868454543,0.1029679437881818
DK,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.36363636363637,121.96969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,2015,0.0,0.0,0.0,0.0,7951.454545454545,1987.939393939394,284.1212121212121,64.9090909090909,145.96969696969697,122.87878787878788,0.0,0.0,0.0,0.0,0.48973238697393934,0.01367570081521212,0.0
DK,2016,0.0,0.0,0.0,0.0,7801.393939393939,2317.7272727272725,281.6060606060606,65.45454545454545,145.5151515151515,138.42424242424244,0.0,0.0,0.0,0.0,0.49381282171484836,0.01219923538830303,0.0
EE,2011,0.0,0.0,0.0,0.0,2143.2,369.43333333333334,101.7,6.2,31.0,36.06666666666667,0.0,0.0,0.0,0.0,0.5423626340300001,0.0036824973614666663,0.04476538732543334
EE,2012,0.0,0.0,0.0,0.0,2129.7241379310344,366.58620689655174,104.96551724137932,7.931034482758621,36.96551724137931,39.689655172413794,0.0,0.0,0.0,0.0,0.5246332832662068,0.005567596355517241,0.048821914328931036
EE,2013,0.0,0.0,0.0,0.0,2192.923076923077,383.65384615384613,114.6923076923077,7.923076923076923,42.57692307692308,38.84615384615385,0.0,0.0,0.0,0.0,0.5267728131407693,0.004466939991269231,0.04828779015323077
EE,2014,0.0,0.0,0.0,0.0,2092.44,411.32,116.12,8.08,68.44,65.04,0.0,0.0,0.0,0.0,0.5416828918044001,0.00396288117004,0.05846895449980001
EE,2015,19835332.156375,21193173.031875,0.0,0.0,2010.7916666666667,418.25,118.04166666666667,9.791666666666666,76.91666666666667,60.166666666666664,11090567.47312125,1915696.8001625005,8186908.759383335,0.0,0.5345516747770832,0.0056670388075,0.06721411978770835
EE,2016,18572078.949545458,20063105.797,0.0,0.0,2052.681818181818,424.04545454545456,119.77272727272727,11.409090909090908,89.54545454545455,64.5909090909091,14051361.54720091,2141976.533259091,3869767.7176727275,0.0,0.5187059138681819,0.008751673876818182,0.08378681888313635
ES,2011,0.0,0.0,1091.7432034641558,1857.7017316142862,20423.597402597403,3460.948051948052,0.0,123.03896103896103,401.90909090909093,467.16883116883116,0.0,0.0,0.0,0.3822543468818181,0.5194564475662334,0.028088049613025964,0.049952582930051954
ES,2012,0.0,0.0,1040.177866687125,1771.8316999899998,19357.1125,3429.125,0.0,131.2125,384.525,446.25,0.0,0.0,0.0,0.3744659410762499,0.5054697459525,0.029115739207262507,0.052808561212499994
ES,2013,0.0,0.0,1026.2662999705,1749.5439499845002,19246.3625,3764.45,0.0,136.0,379.45,416.525,0.0,0.0,0.0,0.39219445738,0.52469764346,0.028303777636450013,0.05893922142285
ES,2014,0.0,0.0,1004.809958841975,1712.8694156386432,18594.802469135804,3687.567901234568,395.8024691358025,139.64197530864197,431.22222222222223,376.0987654320988,0.0,0.0,0.0,0.4065344703024692,0.5247878901790124,0.029432598500111113,0.06347968879296297
ES,2015,0.0,0.0,1101.2807298435368,1807.5602745431706,18204.158536585364,3581.0365853658536,678.390243902439,179.1341463414634,453.1829268292683,465.2560975609756,0.0,0.0,0.0,0.41230203931341464,0.5363926652414635,0.03968576506960976,0.07425946736698782
