country_code,reference_year,total_current_revenues(PPP),total_academic_staff(FTE),total_staff_(FTE),total_students_enrolled_ISCED_5-7,total_graduates_ISCED_5-7,total_students_enrolled_at_ISCED_8,total_graduates_at_ISCED_8,erasmus_total_incoming_students,erasmus_total_outgoing_students,total_core_budget(PPP),student_fees_funding(PPP),total_third_party_funding(PPP),share_of_women_students_ISCED_5-7
IE,2015,82329785.90329628,482.11925925925925,871.9981481481483,7252.7037037037035,2327.925925925926,309.8888888888889,52.370370370370374,203.44444444444446,122.77777777777777,20105145.28562963,37422675.839185186,24801964.782098882,0.538886165462963
IE,2016,88082990.88192001,537.0572,966.9295999999998,8040.28,2678.4,334.2,62.08,224.32,146.44,21603778.050160002,40888227.60504001,25590985.232352,0.5073979900960001
IS,2011,0.0,0.0,0.0,2608.4285714285716,0.0,64.28571428571429,0.0,65.0,37.285714285714285,0.0,0.0,0.0,0.4342609766142857
IS,2012,0.0,0.0,0.0,2640.285714285714,0.0,67.42857142857143,0.0,70.42857142857143,36.42857142857143,0.0,0.0,0.0,0.24396109589999998
IS,2013,0.0,0.0,0.0,2640.285714285714,0.0,67.42857142857143,0.0,72.28571428571429,33.857142857142854,0.0,0.0,0.0,0.24396109589999998
IS,2014,0.0,0.0,0.0,2636.4285714285716,0.0,74.28571428571429,11.714285714285714,84.42857142857143,58.285714285714285,0.0,0.0,0.0,0.42934651317142863
IS,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.57142857142857,59.857142857142854,0.0,0.0,0.0,0.0
IS,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,64.57142857142857,0.0,0.0,0.0,0.0
IT,2011,84438532.2393807,0.0,0.0,10233.15340909091,1880.8068181818182,196.26136363636363,64.0,98.24431818181819,131.3465909090909,60379358.99033919,13309015.38620795,10034007.13894165,0.4751317408590909
IT,2012,83686047.47471593,0.0,0.0,10121.5625,1988.0227272727273,199.16477272727272,65.9659090909091,95.02272727272727,142.5284090909091,59680113.8831818,13645142.245602839,9784071.083195714,0.5088114206198862
IT,2013,80747952.54409657,0.0,0.0,10245.0,1986.0227272727273,193.85795454545453,61.02840909090909,98.19318181818181,148.54545454545453,56196914.031500526,13651668.468549429,9981319.94163504,0.506945344132955
IT,2014,65333302.08634885,0.0,0.0,8300.781395348837,1682.0883720930233,152.4418604651163,49.93953488372093,93.6046511627907,152.0186046511628,45278654.967764795,11580929.115905585,7451091.919224894,0.5124494567358139
IT,2015,65590199.112623245,0.0,0.0,8085.460465116279,1660.706976744186,137.66511627906976,48.74418604651163,109.83720930232558,169.22790697674418,45558329.23218656,12033150.390148371,6613121.987135847,0.5012403790962789
IT,2016,0.0,0.0,0.0,8324.00925925926,1639.6990740740741,128.15277777777777,45.96296296296296,117.12962962962963,173.04166666666666,0.0,0.0,0.0,0.5162954464305558
LI,2011,12726371.31,64.4,122.2,854.0,205.0,20.0,0.0,43.0,38.0,8373554.14,488149.1165,2410370.325,0.3524590164
LI,2012,13279385.17,62.6,128.1,762.0,299.0,20.0,0.0,39.0,26.0,9072008.421,469275.2115,2566204.024,0.3241469816
LI,2013,12721255.97,56.4,123.7,711.0,254.0,21.0,4.0,37.0,30.0,8831579.521,458505.0813,2440540.79,0.323488045
LI,2014,13070897.77,69.9,123.9,636.0,270.0,20.0,7.0,40.0,50.0,9074314.15,471107.0242,2507618.685,0.3254716981
LI,2015,14868621.71,67.4,122.5,632.0,191.0,26.0,7.0,60.0,49.0,9604327.537,523212.2889,3654216.789,0.3686708861
LI,2016,13138725.45,64.4,119.5,619.0,233.0,35.0,5.0,39.0,47.0,9286735.782,550653.5557,2327225.501,0.408723748
LT,2011,18991391.668193016,217.72093023255815,447.51162790697674,3874.0697674418607,972.7674418604652,61.13953488372093,7.232558139534884,36.25581395348837,81.37209302325581,8179793.060383719,4133232.5423,6678366.0660906285,0.480405506694186
LT,2012,19946481.427497674,243.72093023255815,507.30232558139534,3541.139534883721,937.6046511627907,57.116279069767444,8.674418604651162,45.46511627906977,80.95348837209302,9249047.373874418,4026616.0378697673,6670818.014575186,0.48101252805372086
LT,2013,18931462.426495448,230.45454545454547,482.6818181818182,3248.4772727272725,860.4090909090909,55.09090909090909,9.590909090909092,49.88636363636363,76.6590909090909,8885914.012838406,3661560.2198022725,6383988.193174773,0.4703030547859091
LT,2014,17695745.318637207,222.06976744186048,467.74418604651163,3129.3488372093025,741.6046511627907,54.95348837209303,8.627906976744185,69.51162790697674,106.53488372093024,6935830.56188558,3795175.169686046,6964739.585457676,0.5102634535923257
LT,2015,19760979.17667209,160.29232558139532,343.9970930232559,2802.0232558139537,685.5348837209302,56.674418604651166,8.883720930232558,81.5813953488372,126.20930232558139,7119764.360091162,3638667.444732558,9002547.370906044,0.3990438969427907
LT,2016,15103034.205351159,156.93023255813952,327.8837209302326,2661.0232558139537,629.6279069767442,56.25581395348837,6.488372093023256,84.51162790697674,125.37209302325581,7041933.1344986055,3581779.92568372,4479321.1455360465,0.43062720332325577
LU,2011,111403180.1,741.98,1048.5,4320.0,803.0,390.0,57.0,82.0,427.0,0.0,4426200.572,15949493.9,0.5270833333
LU,2012,0.0,0.0,0.0,4574.0,0.0,459.0,0.0,93.0,405.0,0.0,0.0,0.0,0.0
LU,2013,143716160.7,0.0,0.0,4492.0,968.0,545.0,82.0,110.0,434.0,112612412.2,5702104.669,25123485.15,0.0
LU,2014,146522717.9,1089.05,1446.45,4514.0,1015.0,569.0,106.0,120.0,471.0,105783540.9,6119628.16,33810500.84,0.0
LU,2015,84797244.25,567.375,770.375,2225.5,0.0,301.5,0.0,89.0,247.0,64189323.6,3326591.7435,17181357.68,0.0
LU,2016,91586390.6,588.25,831.09,2267.0,520.0,301.5,0.0,85.5,237.5,67258825.45,3557843.304,20727598.455,0.0
LV,2011,0.0,0.0,0.0,1880.6530612244899,489.0408163265306,51.48979591836735,5.959183673469388,14.83673469387755,44.04081632653061,0.0,0.0,0.0,0.541593668637143
LV,2012,0.0,0.0,0.0,1826.2857142857142,420.7142857142857,51.3469387755102,5.387755102040816,18.714285714285715,43.04081632653061,0.0,0.0,0.0,0.5276098543018365
LV,2013,0.0,0.0,0.0,1821.8478260869565,447.6521739130435,52.19565217391305,6.6521739130434785,22.26086956521739,46.630434782608695,0.0,0.0,0.0,0.5484058011045653
LV,2014,7148077.586048889,0.0,0.0,1796.9333333333334,367.4222222222222,48.77777777777778,5.555555555555555,38.55555555555556,52.75555555555555,4360832.497562223,1440416.090907911,1157755.1015195113,0.5444379815993332
LV,2015,7820555.774545454,0.0,0.0,1805.75,364.5681818181818,52.5,5.568181818181818,46.97727272727273,54.59090909090909,4783903.941293183,1609591.0717125,1010360.838262841,0.5535938533068182
LV,2016,7116954.381961363,0.0,0.0,1777.5454545454545,343.0,52.02272727272727,4.159090909090909,51.88636363636363,57.04545454545455,4793781.438836365,1619391.032132954,526693.1960749998,0.5423570153631818
ME,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2011,0.0,0.0,0.0,5806.4,1002.9,45.6,19.7,0.0,0.0,0.0,0.0,0.0,0.41557283437
MK,2012,0.0,0.0,0.0,5646.1,1102.6,22.6,14.6,0.0,0.0,0.0,0.0,0.0,0.4281619009399999
MK,2013,0.0,0.0,0.0,5645.6,1026.4,13.1,21.9,0.0,6.9,0.0,0.0,0.0,0.41386698792
MK,2014,0.0,0.0,0.0,4223.0,803.0,29.53846153846154,15.692307692307692,5.076923076923077,13.692307692307692,0.0,0.0,0.0,0.21375170805384616
MK,2015,0.0,0.0,0.0,3545.3571428571427,0.0,0.0,0.0,7.857142857142857,14.214285714285714,0.0,0.0,0.0,0.0
MK,2016,0.0,0.0,0.0,3051.375,0.0,0.0,0.0,10.9375,20.4375,0.0,0.0,0.0,0.0
MT,2011,103684985.1,791.0,1550.0,10023.0,3345.0,73.0,19.0,407.0,123.0,82718754.23,9901585.525,7157481.815,0.5828594233
MT,2012,106319824.7,932.0,1763.0,13248.0,4349.0,78.0,24.0,477.0,161.0,82136854.36,11157037.12,9443528.027,0.5539704106
MT,2013,48049665.315,549.0,989.0,6121.5,1887.5,47.5,11.0,247.5,110.0,38452185.8055,5238446.55,2714477.95,0.48787609865
MT,2014,50393210.226,585.0,1023.5,6345.5,1907.5,56.5,15.0,262.5,180.5,40571277.5865,5107589.2886500005,2650244.7855,0.5365322613
MT,2015,54387534.860999994,606.5,1055.0,6389.5,2131.5,64.5,18.5,259.0,203.0,43483107.9505,5872171.449,2803072.7895,0.5300263024
MT,2016,53187602.247,618.0,1049.5,6593.0,2077.0,74.5,27.0,292.5,230.0,41043826.475,6969990.813499999,2968782.465,0.5386491447499999
NL,2011,154411617.0696316,756.0018000394736,1309.8032710463158,11720.649122807017,2577.245614035088,152.74766842105265,67.59649122807018,141.17543859649123,154.42105263157896,95485104.85782458,18607459.986805268,28791206.211328242,0.5156073356666666
NL,2012,164339176.82998174,796.9656426661821,1367.003976974,12380.654545454545,2451.0363636363636,158.35729454545452,75.2,150.6,175.6,101222401.9685636,20654399.55834182,30770978.7160669,0.4954475245345455
NL,2013,167344802.5920892,799.1777339285715,1363.6453390000001,12368.17857142857,2467.8214285714284,155.38680535714283,80.23214285714286,149.71428571428572,182.73214285714286,103382455.61005357,21364112.238601774,30204379.979868744,0.5126004238767855
NL,2014,169568501.85660714,823.7330152637502,1386.2272790160712,12506.92857142857,2575.4464285714284,156.13498214285715,82.41071428571429,162.89285714285714,214.83928571428572,104716375.43529463,21909318.108460713,30685378.284671962,0.4803748076053571
NL,2015,177724265.72091073,847.670170594464,1417.5573986092857,12687.892857142857,2622.375,155.75385892857142,85.05357142857143,188.91071428571428,237.03571428571428,108714123.24776785,23516484.652350012,33308868.335798584,0.48987787462321425
NL,2016,176327844.59346437,871.341973214286,1451.3146654107147,12867.55357142857,2712.6785714285716,159.00474285714284,88.46428571428571,201.10714285714286,253.32142857142858,107719496.89201783,23735924.339464296,32227645.280368216,0.4964413598089286
NO,2011,57887943.03158,377.1479999999999,638.8780000000003,4564.4,1248.8,180.76,26.4,72.64,31.6,43303816.94787999,2498183.20466276,9918669.6573312,0.569412778018
NO,2012,59744045.97927997,378.7059999999999,645.566,4796.2,1273.88,190.64,29.14,80.42,33.9,43339971.07440001,2162984.312805803,9944168.583545962,0.5913800766720001
NO,2013,61196139.26252,389.62999999999994,664.4961999999998,4909.46,1343.2,188.66,30.32,85.44,32.9,47091773.09222,2506922.0141282207,9699976.152776899,0.605462256082
NO,2014,66413916.476604156,416.1041666666667,719.5208333333334,5248.791666666667,1432.5208333333333,199.70833333333334,29.895833333333332,109.29166666666667,41.0625,52325269.15137499,2457617.613850042,8632527.435538126,0.6187181244208334
NO,2015,68661210.48168747,434.31041666666664,740.8837500000001,5483.145833333333,1432.8958333333333,205.64583333333334,29.6875,123.45833333333333,49.5,53747598.03281245,2586794.5759281465,10499328.694756787,0.6049976887166666
NO,2016,86331706.09386484,589.3135135135137,995.9935135135133,7284.216216216216,1871.027027027027,278.13513513513516,37.91891891891892,165.48648648648648,67.70270270270271,68650705.6311892,3944487.2410354866,13736513.221610272,0.6171788922243242
PL,2011,20140486.151940558,348.33216783216784,624.9125874125874,6414.171328671328,1994.1013986013986,130.93006993006992,14.286713286713287,26.916083916083917,50.01748251748252,11908804.547587415,2605923.2816676926,2598419.3338684742,0.5579052827349653
PL,2012,21619119.57666176,359.12132352941177,649.7904411764706,6361.3125,1947.3125,144.6764705882353,0.0,34.268382352941174,55.018382352941174,13149820.927911762,2540422.7254934926,2463239.779371294,0.5458411835698529
PL,2013,22971797.08324642,343.56999999999994,620.9582142857138,5780.817857142857,1782.8535714285715,143.68571428571428,0.0,37.042857142857144,52.14642857142857,14849731.528524997,2260088.7501492864,2476078.4269403596,0.5542903471775004
PL,2014,24456568.894836884,332.29219858156034,603.8946808510636,5452.2943262411345,1649.340425531915,143.24468085106383,0.0,48.38297872340426,70.79078014184397,16278710.924904259,2088306.602596135,2718851.1309675495,0.5915752273265954
PL,2015,26343175.430519573,334.4946619217083,604.1387900355868,5298.964412811388,1568.2597864768684,144.77935943060498,0.0,59.736654804270465,73.97153024911032,18144398.925032027,2035455.6300724554,2961524.5584060643,0.5909884204451961
PL,2016,22552789.350722633,342.7591240875912,618.170802919708,5251.19708029197,1722.905109489051,148.46350364963504,10.894160583941606,65.63868613138686,72.93430656934306,15367974.85174453,0.0,0.0,0.590765315260219
PT,2011,17368821.040115047,246.258407079646,378.2187123893805,3196.29203539823,678.141592920354,169.1504424778761,16.38053097345133,69.0,55.92035398230089,13840406.097477878,2626339.184138938,873444.5055297697,0.4660958046079647
PT,2012,19069999.49182076,245.3679245283019,245.3679245283019,3198.632075471698,716.0566037735849,182.5188679245283,23.18867924528302,79.33018867924528,64.4245283018868,13500861.869707545,3580534.8366792453,1953738.4442543392,0.4960597667268867
PT,2013,23630363.89260638,260.6914893617021,260.6914893617021,3474.9574468085107,749.7765957446809,214.69148936170214,26.56382978723404,85.2872340425532,65.42553191489361,16695045.63638298,4115381.617836171,2770630.316631382,0.4640826788042552
PT,2014,24535662.744,267.4175824175824,417.7032967032967,3457.7912087912086,783.8241758241758,212.1978021978022,25.824175824175825,120.03296703296704,97.73626373626374,17657315.076307688,4245109.594161538,2580208.693732527,0.523460909134066
PT,2015,25177016.469200008,287.9,442.6222222222222,3551.9222222222224,774.2111111111111,211.56666666666666,25.977777777777778,141.85555555555555,106.57777777777778,17516899.167822227,4424904.34023889,3191872.866897001,0.48052440788700007
PT,2016,23384798.58661459,280.59375,423.59375,3388.8854166666665,775.09375,203.92708333333334,22.239583333333332,144.13541666666666,107.17708333333333,16589532.170739582,4145210.122342708,2593721.9824909368,0.4541465532963542
RO,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.971698113207546,42.924528301886795,0.0,0.0,0.0,0.0
RO,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.556603773584905,47.27358490566038,0.0,0.0,0.0,0.0
RO,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13,57.42,0.0,0.0,0.0,0.0
RO,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.135416666666664,84.95833333333333,0.0,0.0,0.0,0.0
RO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.885416666666664,92.25,0.0,0.0,0.0,0.0
RO,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2013,0.0,290.0,290.0,4513.875,875.325,192.8,18.35,0.0,0.0,0.0,0.0,0.0,0.19496257151750002
RS,2014,0.0,282.0,282.0,4429.658536585366,877.1219512195122,213.73170731707316,26.29268292682927,0.0,0.0,0.0,0.0,0.0,0.19064657808292682
RS,2015,0.0,254.41304347826087,0.0,4157.413043478261,793.3260869565217,219.69565217391303,23.065217391304348,0.0,0.0,0.0,0.0,0.0,0.17405746554565218
RS,2016,0.0,291.30434782608694,0.0,5140.913043478261,1000.8260869565217,249.3695652173913,33.41304347826087,0.0,0.0,0.0,0.0,0.0,0.5254498565086957
SE,2011,129574785.35282052,708.5846153846155,1229.1089743589744,10523.51282051282,1504.128205128205,547.4358974358975,85.58974358974359,232.3846153846154,87.35897435897436,84186432.71374361,177807.48925692312,39562714.156266674,0.5523296149461538
SE,2012,136649700.3974872,706.4694871794873,1244.5448717948718,11820.948717948719,1613.5128205128206,553.2820512820513,85.71794871794872,238.66666666666666,92.23076923076923,87252449.5224872,480099.05306641024,42641011.534728214,0.5813345374743589
SE,2013,133919332.72609994,703.9799999999999,1237.8955,11165.075,1635.575,540.525,89.4,217.4,89.2,84157983.64604999,642284.1667912501,42685521.282065004,0.5000053400399999
SE,2014,149160512.648973,777.6083783783782,1354.8635135135135,12005.243243243243,1825.4054054054054,578.027027027027,98.29729729729729,236.45945945945945,128.9189189189189,100822366.78662165,853882.6886341082,47484263.16449189,0.48543034355945947
SE,2015,152325476.8694865,781.0662162162164,1350.2932432432428,11915.783783783783,1833.1081081081081,559.7027027027027,95.4054054054054,245.54054054054055,121.32432432432432,101287359.53289187,1153542.502651784,49884574.82602973,0.5968078894108106
SE,2016,151397465.81845942,787.6467567567564,1354.6324324324328,11853.45945945946,1702.918918918919,547.6216216216217,96.94594594594595,255.1081081081081,122.10810810810811,100329388.73354056,1270658.1551218922,49797418.92252973,0.5752559611702703
SI,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.58974358974359,42.05128205128205,0.0,0.0,0.0,0.0
SI,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.853658536585364,41.58536585365854,0.0,0.0,0.0,0.0
SI,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.56818181818182,37.72727272727273,0.0,0.0,0.0,0.0
SI,2014,0.0,0.0,0.0,1491.2916666666667,322.8958333333333,55.666666666666664,14.875,48.5625,47.479166666666664,0.0,0.0,0.0,0.473037617823125
SI,2015,0.0,0.0,0.0,1357.26,319.8,46.98,20.64,53.72,46.82,0.0,0.0,0.0,0.4842970199144
SI,2016,0.0,106.92307692307692,162.8846153846154,1277.0865384615386,480.02884615384613,49.65384615384615,19.134615384615383,56.23076923076923,43.07692307692308,0.0,0.0,0.0,0.4953777182626924
SK,2011,32079037.31365625,362.9375,675.6875,6378.78125,2186.46875,379.53125,52.1875,34.40625,83.75,30167973.680156246,1911063.6359234378,0.0,0.56430272819375
SK,2012,35657843.31212499,365.0,677.96875,6047.65625,2167.34375,342.28125,68.0625,37.90625,93.71875,33482372.257781252,2175471.0528684375,0.0,0.5582451675531249
SK,2013,30509843.6515625,368.4375,683.9375,5700.875,2096.90625,312.78125,66.21875,40.90625,99.0625,27245352.974909365,2317022.757727187,947467.9193968751,0.58015965223125
SK,2014,37619394.3337375,368.21875,680.625,5313.125,1970.65625,283.46875,67.96875,81.34375,147.0,34293097.31567499,2421628.202853125,904668.8176,0.5776330202218751
SK,2015,51239702.392749995,355.6875,662.09375,4816.375,1820.4375,256.875,59.65625,99.625,153.8125,47459848.74784374,2632373.6751890625,1147479.9681875,0.5744665251
SK,2016,37207611.749406256,350.46875,652.5625,3498.25,1674.59375,127.25,55.28125,100.0625,150.75,33705458.58740625,2382019.8662034376,1120133.2986096875,0.5745655043343749
TR,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.740112994350284,66.78531073446328,0.0,0.0,0.0,0.0
TR,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.022099447513813,79.54143646408839,0.0,0.0,0.0,0.0
TR,2013,0.0,0.0,0.0,28881.63829787234,3869.601063829787,360.02127659574467,23.930851063829788,32.20744680851064,80.07978723404256,0.0,0.0,0.0,0.41635771033877667
TR,2014,0.0,0.0,0.0,31664.8835978836,4210.571428571428,413.83068783068785,27.201058201058203,44.074074074074076,83.83597883597884,0.0,0.0,0.0,0.4412752052989417
TR,2015,0.0,0.0,0.0,33862.00512820513,4085.9589743589745,441.46153846153845,30.75897435897436,39.297435897435896,90.42051282051283,0.0,0.0,0.0,0.4244921702712824
TR,2016,0.0,0.0,0.0,39487.333333333336,4434.716666666666,506.99444444444447,33.355555555555554,19.783333333333335,102.58333333333333,0.0,0.0,0.0,0.44806763287222195
UK,2011,180443638.8239692,867.8703703703703,1893.611111111111,14736.265432098766,4709.506172839506,672.4691358024692,148.45679012345678,109.01851851851852,83.25925925925925,71076672.02820371,58843961.55481482,42036562.63571747,0.5755999596592593
UK,2012,193899437.7537019,905.8695652173913,1947.2670807453417,13857.049689440993,4732.391304347826,677.111801242236,160.59006211180125,110.48447204968944,89.5776397515528,61253347.84462738,77611480.69699383,45476886.24780601,0.57127827467205
UK,2013,201899100.50006878,954.03125,2029.21875,13673.46875,4704.90625,696.15625,154.40625,111.15625,96.45625,55263114.80216875,89950835.00014998,47151213.89488827,0.57069918471375
UK,2014,216591393.09213665,980.4037267080745,2077.2670807453414,13373.136645962733,4461.8633540372675,700.527950310559,165.2173913043478,125.09937888198758,99.31055900621118,50884605.29640373,101794470.18559626,52780248.23003966,0.5714935839770185
UK,2015,145101581.80982184,622.9651162790698,1321.0658914728683,8607.751937984496,2826.9961240310076,438.1589147286822,105.98837209302326,86.09689922480621,61.10852713178294,34254401.14752711,70303908.1557016,33687767.01405621,0.5694706773972872
UK,2016,143176538.34868854,630.0384615384615,1337.7115384615386,8703.923076923076,2873.596153846154,432.28846153846155,108.13461538461539,86.5,69.1923076923077,32958630.340592314,71328713.87292692,32765921.44935687,0.5725294132406155
